Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Mississippi,28,2.6,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Montana,30,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,North Carolina,37,2.5,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,North Dakota,38,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Nebraska,31,6.1,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Hampshire,33,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Jersey,34,8,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Mexico,35,9.5,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Nevada,32,7.3,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New York,36,8.2,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Ohio,39,4.7,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Oklahoma,40,3.2,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Oregon,41,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Pennsylvania,42,3,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Puerto Rico,72,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Rhode Island,44,6.3,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,South Carolina,45,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,South Dakota,46,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Tennessee,47,1,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Texas,48,3.5,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Utah,49,2.2,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Virginia,51,4,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Vermont,50,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Washington,53,1.4,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Wisconsin,55,0,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,West Virginia,54,4.7,2019
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Wyoming,56,0,2019
